Name,Start column,End Column,Description
HPRMA14,2145   ,2146   ,HOLDER OF PRIVATE INSURANCE IN MAR14
HPRMY14,2149   ,2150   ,HOLDER OF PRIVATE INSURANCE IN MAY14
HPRNO14,2161   ,2162   ,HOLDER OF PRIVATE INSURANCE IN NOV14
HPROC14,2159   ,2160   ,HOLDER OF PRIVATE INSURANCE IN OCT14
HPRSE14,2157   ,2158   ,HOLDER OF PRIVATE INSURANCE IN SEP14
HPSAP14,2099   ,2100   ,HOLDER OF SELF-EMP-1 INS IN APR14
HPSAU14,2107   ,2108   ,HOLDER OF SELF-EMP-1 INS IN AUG14
HPSDE14,2115   ,2116   ,HOLDER OF SELF-EMP-1 INS IN DEC14
HPSFE14,2095   ,2096   ,HOLDER OF SELF-EMP-1 INS IN FEB14
HPSJA14,2093   ,2094   ,HOLDER OF SELF-EMP-1 INS IN JAN14
HPSJL14,2105   ,2106   ,HOLDER OF SELF-EMP-1 INS IN JUL14
HPSJU14,2103   ,2104   ,HOLDER OF SELF-EMP-1 INS IN JUN14
HPSMA14,2097   ,2098   ,HOLDER OF SELF-EMP-1 INS IN MAR14
HPSMY14,2101   ,2102   ,HOLDER OF SELF-EMP-1 INS IN MAY14
HPSNO14,2113   ,2114   ,HOLDER OF SELF-EMP-1 INS IN NOV14
HPSOC14,2111   ,2112   ,HOLDER OF SELF-EMP-1 INS IN OCT14
HPSSE14,2109   ,2110   ,HOLDER OF SELF-EMP-1 INS IN SEP14
HPXAP14,2123   ,2124   ,HOLDER OF PRIV INS THROUGH EXCH IN APR14
HPXAU14,2131   ,2132   ,HOLDER OF PRIV INS THROUGH EXCH IN AUG14
HPXDE14,2139   ,2140   ,HOLDER OF PRIV INS THROUGH EXCH IN DEC14
HPXFE14,2119   ,2120   ,HOLDER OF PRIV INS THROUGH EXCH IN FEB14
HPXJA14,2117   ,2118   ,HOLDER OF PRIV INS THROUGH EXCH IN JAN14
HPXJL14,2129   ,2130   ,HOLDER OF PRIV INS THROUGH EXCH IN JUL14
HPXJU14,2127   ,2128   ,HOLDER OF PRIV INS THROUGH EXCH IN JUN14
HPXMA14,2121   ,2122   ,HOLDER OF PRIV INS THROUGH EXCH IN MAR14
HPXMY14,2125   ,2126   ,HOLDER OF PRIV INS THROUGH EXCH IN MAY14
HPXNO14,2137   ,2138   ,HOLDER OF PRIV INS THROUGH EXCH IN NOV14
HPXOC14,2135   ,2136   ,HOLDER OF PRIV INS THROUGH EXCH IN OCT14
HPXSE14,2133   ,2134   ,HOLDER OF PRIV INS THROUGH EXCH IN SEP14
HRHOW31,1081   ,1082   ,HOW HOURLY WAGE WAS CALCULATED RD 3/1
HRHOW42,1083   ,1084   ,HOW HOURLY WAGE WAS CALCULATED RD 4/2
HRHOW53,1085   ,1086   ,HOW HOURLY WAGE WAS CALCULATED RD 5/3
HRWG31H,1343   ,1348   ,HOURLY WAGE RD 3/1 CMJ (IMP)
HRWG31X,1060   ,1065   ,HOURLY WAGE RD 3/1 CMJ (IMP)
HRWG42H,1349   ,1354   ,HOURLY WAGE RD 4/2 CMJ (IMP)
HRWG42X,1066   ,1071   ,HOURLY WAGE RD 4/2 CMJ (IMP)
HRWG53H,1355   ,1360   ,HOURLY WAGE RD 5/3 CMJ (IMP)
HRWG53X,1072   ,1077   ,HOURLY WAGE RD 5/3 CMJ (IMP)
HRWGIM31,1078   ,1078   ,HRWG31X IMPUTATION FLAG
HRWGIM42,1079   ,1079   ,HRWG42X IMPUTATION FLAG
HRWGIM53,1080   ,1080   ,HRWG53X IMPUTATION FLAG
HSELIM31,473   ,474   ,HOUSEWORK LIMITATION - RD 3/1
HSELIM53,475   ,476   ,HOUSEWORK LIMITATION - RD 5/3
HSPLAP42,986   ,987   ,AC18 IS PROVIDER HISPANIC OR LATINO-R4/2
HWELLSPE,263   ,264   ,HOW WELL PERSON SPEAKS ENGLISH
HYSTER53,676   ,677   ,HAD A HYSTERECTOMY (>17) - RD 5/3
IADLHP31,417   ,418   ,IADL SCREENER - RD 3/1
IADLHP53,419   ,420   ,IADL SCREENER - RD 5/3
INDCAT31,1150   ,1151   ,INDUSTRY GROUP RD 3/1 CMJ
INDCAT42,1152   ,1153   ,INDUSTRY GROUP RD 4/2 CMJ
INDCAT53,1154   ,1155   ,INDUSTRY GROUP RD 5/3 CMJ
INDCT31H,1304   ,1305   ,INDUSTRY GROUP RD 3/1 CMJ (IMP)
INDCT42H,1306   ,1307   ,INDUSTRY GROUP RD 4/2 CMJ (IMP)
INDCT53H,1308   ,1309   ,INDUSTRY GROUP RD 5/3 CMJ (IMP)
INS14X,2519   ,2520   ,INSURED - 12/31/14 (ED)
INS31X,2513   ,2514   ,INSURED - R3/1 INT DATE (ED)
INS42X,2515   ,2516   ,INSURED - R4/2 INT DATE (ED)
INS53X,2517   ,2518   ,INSURED 12-31/R3 INT DATE (ED)
INSAP14X,2171   ,2172   ,COVR BY HOSP/MED INS IN APR14 (ED)
INSAT14X,2527   ,2528   ,INSURED ANY TIME IN R5/R3 UNTIL 12/31/14
INSAT31X,2521   ,2522   ,INSURED ANY TIME IN R3/1
INSAT42X,2523   ,2524   ,INSURED ANY TIME IN R4/2
INSAT53X,2525   ,2526   ,INSURED ANY TIME IN R5/3
INSAU14X,2179   ,2180   ,COVR BY HOSP/MED INS IN AUG14 (ED)
INSC1231,153   ,153   ,INSCOPE STATUS ON 12/31/14
INSCOP14,152   ,152   ,INSCOPE - R5/3 START THROUGH 12/31/14
INSCOP31,149   ,149   ,INSCOPE - R3/1
INSCOP42,150   ,150   ,INSCOPE - R4/2
INSCOP53,151   ,151   ,INSCOPE - R5/3
INSCOPE,154   ,154   ,WAS PERSON EVER INSCOPE IN 2014
INSCOV14,2196   ,2196   ,HEALTH INSURANCE COVERAGE INDICATOR 14
INSDE14X,2187   ,2188   ,COVR BY HOSP/MED INS IN DEC14 (ED)
INSENDMM,2331   ,2332   ,MONTH MOST RECENTLY COVD-PANEL 19 ONLY
INSENDYY,2333   ,2336   ,YEAR MOST RECENTLY COVD-PANEL 19 ONLY
INSFE14X,2167   ,2168   ,COVR BY HOSP/MED INS IN FEB14 (ED)
INSJA14X,2165   ,2166   ,COVR BY HOSP/MED INS IN JAN14 (ED)
INSJL14X,2177   ,2178   ,COVR BY HOSP/MED INS IN JUL14 (ED)
INSJU14X,2175   ,2176   ,COVR BY HOSP/MED INS IN JUN14 (ED)
INSMA14X,2169   ,2170   ,COVR BY HOSP/MED INS IN MAR14 (ED)
INSMY14X,2173   ,2174   ,COVR BY HOSP/MED INS IN MAY14 (ED)
INSNO14X,2185   ,2186   ,COVR BY HOSP/MED INS IN NOV14 (ED)
INSOC14X,2183   ,2184   ,COVR BY HOSP/MED INS IN OCT14 (ED)
INSRPL42,944   ,945   ,AC08 OTH REAS NO USC:JUST CHNGD INS-R4/2
INSSE14X,2181   ,2182   ,COVR BY HOSP/MED INS IN SEP14 (ED)
INSURC14,2197   ,2197   ,FULL YEAR INSURANCE COVERAGE STATUS 2014
INTIMP14,1497   ,1497   ,INTEREST INCOME IMPUTATION FLAG
INTRP14X,1492   ,1496   ,PERSON'S INTEREST INCOME
INTVLANG,104   ,105   ,LANGUAGE INTERVIEW WAS COMPLETED
IPDEXP14,4700   ,4704   ,TOTL HOSP STAZ DR EXP 14
IPDIS14,4516   ,4517   ,"# HOSPITAL DISCHARGES, 2014"
IPDMCD14,4720   ,4724   ,IP HOSP STAZ-MEDICAID AMT-DR 14
IPDMCR14,4715   ,4719   ,IP HOSP STAZ-MEDICARE AMT- DR 14
IPDOFD14,4738   ,4739   ,IP HOSP STAZ-OTHER FED AMT-DR 14
IPDOPR14,4748   ,4752   ,IP HOSP STAZ - OTH PRIVATE AMT-DR 14
IPDOPU14,4753   ,4756   ,IP HOSP STAZ - OTH PUBLIC AMT-DR 14
IPDOSR14,4757   ,4761   ,IP HOSP STAZ-OT UNCLASS SORCE AMT-DR 14
IPDOTH14,4767   ,4771   ,IP HOSP STAZ-OTH COMBINED AMT-DR 14
IPDPRV14,4725   ,4729   ,IP HOSP STAZ-PRIV INS AMT-DR 14
IPDPTR14,4762   ,4766   ,IP HOSP STAZ-PRV & TRI AMT-DR 14
IPDSLF14,4711   ,4714   ,IP HOSP STAZ-SELF/FAMILY AMT-DR 14
IPDSTL14,4740   ,4743   ,IP HOSP STAZ-OTH ST/LOCAL AMT-DR 14
IPDTCH14,4705   ,4710   ,IP HOSP STAY CHARGES - DR 14
IPDTRI14,4734   ,4737   ,IP HOSP STAZ-TRICARE AMT-DR 14
IPDVA14,4730   ,4733   ,IP HOSP STAZ-VA/CHAMPVA AMT-DR 14
IPDWCP14,4744   ,4747   ,IP HOSP STAZ-WORKERS COMP AMT-DR 14
IPFEXP14,4609   ,4614   ,TOT HOSP IP FACILITY EXP-INC 0 NITES 14
IPFMCD14,4633   ,4638   ,IP HOSP STAZ-MEDICAID AMT-FAC 14
IPFMCR14,4627   ,4632   ,IP HOSP STAZ-MEDICARE AMT-FAC 14
IPFOFD14,4655   ,4659   ,IP HOSP STAZ-OTHER FED AMT-FAC 14
IPFOPR14,4670   ,4675   ,IP HOSP STAZ - OTH PRIVATE AMT-FAC 14
IPFOPU14,4676   ,4681   ,IP HOSP STAZ - OTH PUBLIC AMT-FAC 14
IPFOSR14,4682   ,4687   ,IP HOSP STAZ-OT UNCLASS SRCE AMT-FAC 14
IPFOTH14,4694   ,4699   ,IP HOSP STAZ-OTH COMBINED AMT-FAC 14
IPFPRV14,4639   ,4644   ,IP HOSP STAZ-PRIV INS AMT-FAC 14
IPFPTR14,4688   ,4693   ,IP HOSP STAZ-PRV & TRI AMT-FAC 14
IPFSLF14,4622   ,4626   ,IP HOSP STAZ-SELF/FAMILY AMT-FAC 14
IPFSTL14,4660   ,4664   ,IP HOSP STAZ-OTH ST/LOCAL AMT-FAC 14
IPFTCH14,4615   ,4621   ,IP HOSP STAY CHARGES - FAC 14
IPFTRI14,4650   ,4654   ,IP HOSP STAZ-TRICARE AMT-FAC 14
IPFVA14,4645   ,4649   ,IP HOSP STAZ-VA/CHAMPVA AMT-FAC 14
IPFWCP14,4665   ,4669   ,IP HOSP STAZ-WORKERS COMP AMT-FAC 14
IPNGTD14,4772   ,4774   ,"# NIGHTS IN HOSP FOR DISCHARGES, 2014"
IPTEXP14,4518   ,4523   ,TOT HOSP IP FACILITY + DR EXP 14
IPTMCD14,4542   ,4547   ,IP HOSP STAZ-MEDICAID AMT-(FAC+DR) 14
IPTMCR14,4536   ,4541   ,IP HOSP STAZ-MEDICARE AMT-(FAC+DR) 14
IPTOFD14,4564   ,4568   ,IP HOSP STAZ-OTHER FED AMT-(FAC+DR) 14
IPTOPR14,4579   ,4584   ,IP HOSP STAZ-OTH PRIVATE AMT-(FAC+DR) 14
IPTOPU14,4585   ,4590   ,IP HOSP STAZ-OTH PUBLIC AMT-(FAC+DR) 14
IPTOSR14,4591   ,4596   ,IP HSP STAZ-OTH UNCLS SRC AMT(FAC+DR) 14
IPTOTH14,4603   ,4608   ,IP HOSP STAZ-OTH COMBINED AMT(FAC+DR) 14
IPTPRV14,4548   ,4553   ,IP HOSP STAZ-PRIV INS AMT-(FAC+DR) 14
IPTPTR14,4597   ,4602   ,IP HOSP STAZ-PRV & TRI AMT-(FAC+DR) 14
IPTSLF14,4531   ,4535   ,IP HOSP STAZ-SELF/FAMILY AMT-(FAC+DR) 14
IPTSTL14,4569   ,4573   ,IP HSP STAZ-OTH ST/LOCAL AMT-(FAC+DR) 14
IPTTCH14,4524   ,4530   ,IP HOSP STAY CHARGES (FAC+DR) 14
IPTTRI14,4559   ,4563   ,IP HOSP STAZ-TRICARE AMT-(FAC+DR) 14
IPTVA14,4554   ,4558   ,IP HOSP STAZ-VA/CHAMPVA AMT-(FAC+DR) 14
IPTWCP14,4574   ,4578   ,IP HOSP STAZ-WRKRS COMP AMT-(FAC+DR) 14
IPZERO14,4412   ,4412   ,# ZERO-NIGHT HOSPITAL STAYS 14
IRAIMP14,1544   ,1544   ,IRA INCOME IMPUTATION FLAG
IRASP14X,1538   ,1543   ,PERSON'S IRA INCOME
JBORG31H,1325   ,1326   ,"PRV, ST-LC GOV, FED GOV RD 3/1 CMJ (IMP)"
JBORG42H,1327   ,1328   ,"PRV, ST-LC GOV, FED GOV RD 4/2 CMJ (IMP)"
JBORG53H,1329   ,1330   ,"PRV, ST-LC GOV, FED GOV RD 5/3 CMJ (IMP)"
JNTPID14,1415   ,1417   ,PID OF SECONDARY FILER
JOBORG31,1247   ,1248   ,"PRIV (PROFIT,NONPROFIT) GOV RD 3/1 CMJ"
JOBORG42,1249   ,1250   ,"PRIV (PROFIT,NONPROFIT) GOV RD 4/2 CMJ"
JOBORG53,1251   ,1252   ,"PRIV (PROFIT,NONPROFIT) GOV RD 5/3 CMJ"
JOBRSN42,954   ,955   ,AC08 OTH REAS NO USC: JOB RELATED-R4/2
JTINRU14,1413   ,1414   ,JOINT FILER'S MEMBERSHIP IN RU
JTPAIN31,367   ,368   ,JOINT PAIN LAST 12 MONTHS (>17) - RD 3/1
JTPAIN53,369   ,370   ,JOINT PAIN LAST 12 MONTHS (>17) - RD 5/3
K6SUM42,801   ,802   ,SAQ 30 DAYS: OVERALL RATING OF FEELINGS
KEYNESS,148   ,148   ,PERSON KEY STATUS
KIDPRO42,561   ,562   ,PRBLM GETTING ALONG W/KIDS (5-17)-R4/2
KNOWDR42,964   ,965   ,AC08 OTH REAS NO USC: KNOWS/IS A DR-R4/2
LANGSPK,261   ,262   ,LANGUAGE SPOKEN AT HOME OTHER THAN ENGL
LAPBLT42,638   ,639   ,DR ADVISE LAP/SHOULDER BELT (80<WT)-R4/2
LFTDIF31,433   ,434   ,DIFFICULTY LIFTING 10 POUNDS - RD 3/1
LFTDIF53,435   ,436   ,DIFFICULTY LIFTING 10 POUNDS - RD 5/3
LOCATN42,984   ,985   ,USC LOCATION-R4/2
LSTETH53,672   ,673   ,LOST ALL UPPR AND LOWR TEETH (>17)-RD5/3
MAMOGR53,682   ,683   ,HOW LNG SNCE LST MAMMOGRAM (>29) - RD5/3
MARRY14X,203   ,204   ,MARITAL STATUS-12/31/14 (EDITED/IMPUTED)
MARRY31X,197   ,198   ,MARITAL STATUS - R3/1 (EDITED/IMPUTED)
MARRY42X,199   ,200   ,MARITAL STATUS - R4/2 (EDITED/IMPUTED)
MARRY53X,201   ,202   ,MARITAL STATUS - R5/3 (EDITED/IMPUTED)
MCAID14,2359   ,2360   ,COV BY MEDICAID OR SCHIP - 12/31/14
MCAID14X,2367   ,2368   ,COV BY MEDICAID OR SCHIP - 12/31/14 (ED)
MCAID31,2353   ,2354   ,COV BY MEDICAID OR SCHIP - R3/1 INT DT
MCAID31X,2361   ,2362   ,COV BY MEDICAID/SCHIP - R3/1 INT DT (ED)
MCAID42,2355   ,2356   ,COV BY MEDICAID OR SCHIP - R4/2 INT DT
MCAID42X,2363   ,2364   ,COV BY MEDICAID/SCHIP - R4/2 INT DT (ED)
MCAID53,2357   ,2358   ,COV BY MEDICAID OR SCHIP 12-31/R3 INT DT
MCAID53X,2365   ,2366   ,COV MEDICAID/SCHIP 12-31/R3 INT DT(ED)
MCARE14,2375   ,2376   ,COV BY MEDICARE - 12/31/14
MCARE14X,2383   ,2384   ,COV BY MEDICARE - 12/31/14 (ED)
MCARE31,2369   ,2370   ,COV BY MEDICARE - R3/1 INT DT
MCARE31X,2377   ,2378   ,COV BY MEDICARE - R3/1 INT DT (ED)
MCARE42,2371   ,2372   ,COV BY MEDICARE - R4/2 INT DT
MCARE42X,2379   ,2380   ,COV BY MEDICARE - R4/2 INT DT (ED)
MCARE53,2373   ,2374   ,COV BY MEDICARE 12-31/R3 INT DT
MCARE53X,2381   ,2382   ,COV BY MEDICARE 12-31/R3 INT DT(ED)
MCDAP14,1667   ,1668   ,COV BY MEDICAID OR SCHIP IN APR14
MCDAP14X,1691   ,1692   ,COV BY MEDICAID OR SCHIP IN APR14 (ED)
MCDAT14X,2391   ,2392   ,ANY TIME COV MEDICAID OR SCHIP-12/31/14
MCDAT31X,2385   ,2386   ,ANY TIME COV MEDICAID OR SCHIP - R3/1
MCDAT42X,2387   ,2388   ,ANY TIME COV MEDICAID OR SCHIP - R4/2
MCDAT53X,2389   ,2390   ,ANY TIME COV MEDICAID OR SCHIP - R5/3
MCDAU14,1675   ,1676   ,COV BY MEDICAID OR SCHIP IN AUG14
MCDAU14X,1699   ,1700   ,COV BY MEDICAID OR SCHIP IN AUG14 (ED)
MCDDE14,1683   ,1684   ,COV BY MEDICAID OR SCHIP IN DEC14
MCDDE14X,1707   ,1708   ,COV BY MEDICAID OR SCHIP IN DEC14 (ED)
MCDEV14,2192   ,2192   ,EVER HAVE MEDICAID/SCHIP DURING 14 (ED)
MCDFE14,1663   ,1664   ,COV BY MEDICAID OR SCHIP IN FEB14
MCDFE14X,1687   ,1688   ,COV BY MEDICAID OR SCHIP IN FEB14 (ED)
MCDHMO14,2256   ,2257   ,COVRED BY MEDICAID OR SCHIP HMO-12/31/14
MCDHMO31,2252   ,2253   ,COVERED BY MEDICAID OR SCHIP HMO - R3/1
MCDHMO42,2254   ,2255   ,COVERED BY MEDICAID OR SCHIP HMO - R4/2
MCDJA14,1661   ,1662   ,COV BY MEDICAID OR SCHIP IN JAN14
MCDJA14X,1685   ,1686   ,COV BY MEDICAID OR SCHIP IN JAN14 (ED)
MCDJL14,1673   ,1674   ,COV BY MEDICAID OR SCHIP IN JUL14
MCDJL14X,1697   ,1698   ,COV BY MEDICAID OR SCHIP IN JUL14 (ED)
MCDJU14,1671   ,1672   ,COV BY MEDICAID OR SCHIP IN JUN14
MCDJU14X,1695   ,1696   ,COV BY MEDICAID OR SCHIP IN JUN14 (ED)
MCDMA14,1665   ,1666   ,COV BY MEDICAID OR SCHIP IN MAR14
MCDMA14X,1689   ,1690   ,COV BY MEDICAID OR SCHIP IN MAR14 (ED)
MCDMC14,2262   ,2263   ,COV BY MCAID/SCHIP GTKEEPR PLAN-12/31/14
MCDMC31,2258   ,2259   ,COV BY MCAID/SCHIP GATEKEEPER PLAN-R3/1
MCDMC42,2260   ,2261   ,COV BY MCAID/SCHIP GATEKEEPER PLAN-R4/2
MCDMY14,1669   ,1670   ,COV BY MEDICAID OR SCHIP IN MAY14
MCDMY14X,1693   ,1694   ,COV BY MEDICAID OR SCHIP IN MAY14 (ED)
MCDNO14,1681   ,1682   ,COV BY MEDICAID OR SCHIP IN NOV14
MCDNO14X,1705   ,1706   ,COV BY MEDICAID OR SCHIP IN NOV14 (ED)
MCDOC14,1679   ,1680   ,COV BY MEDICAID OR SCHIP IN OCT14
MCDOC14X,1703   ,1704   ,COV BY MEDICAID OR SCHIP IN OCT14 (ED)
MCDSE14,1677   ,1678   ,COV BY MEDICAID OR SCHIP IN SEP14
MCDSE14X,1701   ,1702   ,COV BY MEDICAID OR SCHIP IN SEP14 (ED)
MCRAP14,1619   ,1620   ,COVERED BY MEDICARE IN APR14
MCRAP14X,1643   ,1644   ,COVERED BY MEDICARE IN APR14 (ED)
MCRAU14,1627   ,1628   ,COVERED BY MEDICARE IN AUG14
MCRAU14X,1651   ,1652   ,COVERED BY MEDICARE IN AUG14 (ED)
MCRDE14,1635   ,1636   ,COVERED BY MEDICARE IN DEC14
MCRDE14X,1659   ,1660   ,COVERED BY MEDICARE IN DEC14 (ED)
MCREV14,2191   ,2191   ,EVER HAVE MEDICARE DURING 14 (ED)
MCRFE14,1615   ,1616   ,COVERED BY MEDICARE IN FEB14
MCRFE14X,1639   ,1640   ,COVERED BY MEDICARE IN FEB14 (ED)
MCRJA14,1613   ,1614   ,COVERED BY MEDICARE IN JAN14
MCRJA14X,1637   ,1638   ,COVERED BY MEDICARE IN JAN14 (ED)
MCRJL14,1625   ,1626   ,COVERED BY MEDICARE IN JUL14
MCRJL14X,1649   ,1650   ,COVERED BY MEDICARE IN JUL14 (ED)
MCRJU14,1623   ,1624   ,COVERED BY MEDICARE IN JUN14
MCRJU14X,1647   ,1648   ,COVERED BY MEDICARE IN JUN14 (ED)
MCRMA14,1617   ,1618   ,COVERED BY MEDICARE IN MAR14
MCRMA14X,1641   ,1642   ,COVERED BY MEDICARE IN MAR14 (ED)
MCRMY14,1621   ,1622   ,COVERED BY MEDICARE IN MAY14
MCRMY14X,1645   ,1646   ,COVERED BY MEDICARE IN MAY14 (ED)
MCRNO14,1633   ,1634   ,COVERED BY MEDICARE IN NOV14
MCRNO14X,1657   ,1658   ,COVERED BY MEDICARE IN NOV14 (ED)
MCROC14,1631   ,1632   ,COVERED BY MEDICARE IN OCT14
MCROC14X,1655   ,1656   ,COVERED BY MEDICARE IN OCT14 (ED)
MCRPB14,2244   ,2245   ,COV BY MEDICARE PART B - 12/31/14
MCRPB31,2240   ,2241   ,COV BY MEDICARE PART B - R3/1
MCRPB42,2242   ,2243   ,COV BY MEDICARE PART B - R4/2
MCRPD14,2232   ,2233   ,COV BY MEDICARE PMED BENEFIT - 12/31/14
MCRPD14X,2238   ,2239   ,COV BY MCARE PMED BENEFIT-12/31/14 (ED)
MCRPD31,2228   ,2229   ,COV BY MEDICARE PMED BENEFIT - R3/1
MCRPD31X,2234   ,2235   ,COV BY MEDICARE PMED BENEFIT - R3/1 (ED)
MCRPD42,2230   ,2231   ,COV BY MEDICARE PMED BENEFIT - R4/2
MCRPD42X,2236   ,2237   ,COV BY MEDICARE PMED BENEFIT - R4/2 (ED)
MCRPHO14,2250   ,2251   ,COV BY MEDICARE MANAGED CARE - 12/31/14
MCRPHO31,2246   ,2247   ,COV BY MEDICARE MANAGED CARE - R3/1
MCRPHO42,2248   ,2249   ,COV BY MEDICARE MANAGED CARE - R4/2
MCRSE14,1629   ,1630   ,COVERED BY MEDICARE IN SEP14
MCRSE14X,1653   ,1654   ,COVERED BY MEDICARE IN SEP14 (ED)
MCS42,782   ,786   ,SAQ:MNT COMPONENT SUMMRY SF-12V2 IMPUTED
MDDLAY42,1030   ,1031   ,DELAYED IN GETTING NECSRY MED CARE-R4/2
MDDLRS42,1032   ,1033   ,AC38 RSN DLAYD GETTING NEC MED CARE-R4/2
MDUNAB42,1026   ,1027   ,UNABLE TO GET NECESSRY MEDICAL CARE-R4/2
MDUNRS42,1028   ,1029   ,AC34 RSN UNABLE GET NECSRY MED CARE-R4/2
MESBPR42,614   ,615   ,DR CHECKED BLOOD PRESSURE (2-17)-R4/2
MESHGT42,599   ,600   ,DOCTOR EVER MEASURED HEIGHT (0-17)-R4/2
MESVIS42,612   ,613   ,DOCTOR CHECKED CHILD'S VISION (3-6)-R4/2
MESWGT42,603   ,604   ,DOCTOR EVER MEASURED WEIGHT (0-17)-R4/2
MIAGED,315   ,316   ,AGE OF DIAGNOSIS-HEART ATTACK(MI)
MIDX,313   ,314   ,HEART ATTACK (MI) DIAG (>17)
MILDIF31,445   ,446   ,DIFFICULTY WALKING A MILE - RD 3/1
MILDIF53,447   ,448   ,DIFFICULTY WALKING A MILE - RD 5/3
MINORP42,1002   ,1003   ,AC22 GO TO USC FOR NEW HEALTH PROB-R4/2
MNHLTH31,293   ,294   ,PERCEIVED MENTAL HEALTH STATUS - RD 3/1
MNHLTH42,295   ,296   ,PERCEIVED MENTAL HEALTH STATUS - RD 4/2
MNHLTH53,297   ,298   ,PERCEIVED MENTAL HEALTH STATUS - RD 5/3
MOMPRO42,545   ,546   ,PROBLEM GETTING ALONG W/MOM (5-17)-R4/2
MOPID31X,269   ,271   ,PID OF PERSON'S MOM - RD 3/1
MOPID42X,272   ,274   ,PID OF PERSON'S MOM - RD 4/2
MOPID53X,275   ,277   ,PID OF PERSON'S MOM - RD 5/3
MORE31,1165   ,1166   ,RD 3/1 CMJ FIRM HAS MORE THAN 1 LOCAT
MORE31H,1298   ,1299   ,RD 3/1 CMJ FIRM MORE THAN 1 LOCAT (IMP)
MORE42,1167   ,1168   ,RD 4/2 CMJ FIRM HAS MORE THAN 1 LOCAT
MORE42H,1300   ,1301   ,RD 4/2 CMJ FIRM MORE THAN 1 LOCAT (IMP)
MORE53,1169   ,1170   ,RD 5/3 CMJ FIRM HAS MORE THAN 1 LOCAT
MORE53H,1302   ,1303   ,RD 5/3 CMJ FIRM MORE THAN 1 LOCAT (IMP)
MORECOVR,2329   ,2330   ,COV BY MOR COMPR PL PREV 2 YR-PN 19 ONLY
MORJOB31,1052   ,1053   ,HAS MORE THAN ONE JOB RD 3/1 INT DATE
MORJOB42,1054   ,1055   ,HAS MORE THAN ONE JOB RD 4/2 INT DATE
MORJOB53,1056   ,1057   ,HAS MORE THAN ONE JOB RD 5/3 INT DATE
MYSELF42,946   ,947   ,AC08 OTH REAS NO USC:NO DOC/TRT SLF-R4/2
NATAMP42,994   ,995   ,AC19 IS PROVIDER NATIVE AMERICAN-R4/2
NERVAF42,557   ,558   ,PRBLM FEELING NERVOUS/AFRAID (5-17)-R4/2
NEWARE42,934   ,935   ,AC08 OTH REAS NO USC:RECENTLY MOVED-R4/2
NEWDOC42,956   ,957   ,AC08 OTH REAS NO USC: LOOKNG FOR DR-R4/2
NHRWG31,1093   ,1098   ,UPDATED HRLY WAGE RD 3/1 CMJ (EDITED)
NHRWG42,1099   ,1104   ,UPDATED HRLY WAGE RD 4/2 CMJ (EDITED)
NHRWG53,1105   ,1110   ,UPDATED HRLY WAGE RD 5/3 CMJ (EDITED)
NMEMP31H,1289   ,1291   ,NUMBER OF EMPLOYEES AT RD 3/1 CMJ (IMP)
NMEMP42H,1292   ,1294   ,NUMBER OF EMPLOYEES AT RD 4/2 CMJ (IMP)
NMEMP53H,1295   ,1297   ,NUMBER OF EMPLOYEES AT RD 5/3 CMJ (IMP)
NOASPR53,668   ,669   ,TAKING ASPIRIN UNSAFE (>17) - RD 5/3
NOFAT53,660   ,661   ,RESTRICT HGH FAT/CHOLES FOOD (>17)-RD5/3
NOGODR42,968   ,969   ,AC08 OTH REAS NO USC: WONT GO TO DR-R4/2
NOHINS42,950   ,951   ,AC08 OTH REAS NO USC:NO HLTH INSRNC-R4/2
NOINSBEF,2323   ,2324   ,EVR WOUT HLTH INSR PREV YR-PANEL 19 ONLY
NOINSTM,2325   ,2326   ,# WKS/MON WOUT HLTH INS PRV YR-PN 19 ONL
NOINUNIT,2327   ,2328   ,UNIT OF TIME WOUT HLTH INS-PANEL 19 ONLY
NOLIKE42,960   ,961   ,AC08 OTH REAS NO USC: DONT LIKE DRS-R4/2
NOREAS42,930   ,931   ,AC08 OTH REAS NO USC:NO OTH REASONS-R4/2
NOSMOK42,646   ,647   ,DR ADVISE SMKG IN HOME IS BAD(0-17)-R4/2
NUMEMP31,1156   ,1158   ,NUMBER OF EMPLOYEES AT RD 3/1 CMJ
NUMEMP42,1159   ,1161   ,NUMBER OF EMPLOYEES AT RD 4/2 CMJ
NUMEMP53,1162   ,1164   ,NUMBER OF EMPLOYEES AT RD 5/3 CMJ
NWK31,1177   ,1178   ,REASON NOT WORKING DURING RD 3/1
NWK42,1179   ,1180   ,REASON NOT WORKING DURING RD 4/2
NWK53,1181   ,1182   ,REASON NOT WORKING DURING RD 5/3
OBAEXP14,3137   ,3141   ,TOTAL OFF-BASED PHYS ASS T EXP 14
OBAMCD14,3150   ,3154   ,PHYS ASS T OFF VSTS - MEDICAID AMT 14
OBAMCR14,3146   ,3149   ,PHYS ASS T OFF VSTS - MEDICARE AMT 14
OBAOFD14,3167   ,3170   ,PHYS ASS T OFF VSTS - OTHER FED AMT 14
OBAOPR14,3178   ,3180   ,PHYS ASS T OFF VSTS - OTH PRIVATE AMT 14
OBAOPU14,3181   ,3183   ,PHYS ASS T OFF VSTS - OTH PUBLIC AMT 14
OBAOSR14,3184   ,3187   ,P A OFF VSTS - OTH UNCLASS SRCE AMT 14
